,author,content,description,publishedAt,source,title,url,urlToImage,relevancy
0,TWiT,"Mastercard and Microsoft team up to create a ""digital identity"" system, is group chat the future of social media? Brokering Bitcoin, smart contract developers and the SEC, are browsewrap terms of service enforceable? And more! Download or subscribe to this sh… [+300 chars]","Mastercard and Microsoft team up to create a ""digital identity"" system, is group chat the future of social media? Brokering Bitcoin, smart contract developers and the SEC, are browsewrap terms of service enforceable? And more! Hosts: Denise Howell and Stefan …",2018-12-08T00:00:17Z,"{'id': None, 'name': 'Twit.tv'}",This Week in Law 445: We Only Take Stamps,https://twit.tv/shows/this-week-in-law/episodes/445,https://elroycdn.twit.tv/sites/default/files/images/episodes/708211/hero/twil0445.jpg,24
1,Paul Douglas,"No Weather Drama - Moderating Temperatures Likely Next Week ""To appreciate the beauty of a snowflake it is necessary to stand out in the cold"" wrote Aristotle. He said that back in ancient Greece (350 BC), where 30s was probably considered ""cold"". If only. Sp… [+26893 chars]","At least the sun finally came out for a time on Friday, and temperatures were milder than predicted. There's a risk of sunlight over the weekend with temperatures a few degrees below average, but milder 30s are still on tap for next week. Nothing resembling a…",2018-12-08T00:46:00Z,"{'id': None, 'name': 'Startribune.com'}","Cold, Snowy Spasm Winding Down - Moderating Trend Next 2 Weeks",http://www.startribune.com/cold-snowy-spasm-winding-down-moderating-trend-next-2-weeks/502233821/,http://stmedia.stimg.co/pauldouglas_1544216099_ecmwf1.JPG?h=630&w=1200&fit=crop&bg=999&crop=faces,49
2,Andrew Hecht,"The Story of This Week: The Triad Replaces OPEC It was a busy week in the oil patch. The week started with news that Qatar is leaving OPEC to concentrate on their natural gas business. However, the ongoing blockade of the tiny and wealthy nation likely contri… [+9956 chars]",A bullish week for commodities. The dollar edges lower. Gold over $1250 with silver moving towards the top end of its trading range. Crude oil and oil products,2018-12-08T00:59:29Z,"{'id': None, 'name': 'Seekingalpha.com'}","Commodities Recap For The Week Of Dec. 7, 2018",https://seekingalpha.com/article/4227125-commodities-recap-week-dec-7-2018,https://static1.seekingalpha.com/images/marketing_images/industry_construction/commodities4_min.jpeg,46
3,Josiah Wilmoth,"The bitcoin price touched a fresh yearly low this morning, leaving traders and investors scrambling for answers as the crypto market searches for a bottom. While there are numerous pressures that have weighed on bitcoin as it has taken step after step away fr… [+3295 chars]","The bitcoin price touched a fresh yearly low this morning, leaving traders and investors scrambling for answers as the crypto market searches for a bottom. While there are numerous pressures that have weighed on bitcoin as it has taken step after step away fr…",2018-12-08T01:13:41Z,"{'id': 'crypto-coins-news', 'name': 'Crypto Coins News'}",Crypto Exchange Bithumb May Have [Temporarily] Propped up Bitcoin Price: Analysts,https://www.ccn.com/crypto-exchange-bithumb-may-have-temporarily-propped-up-bitcoin-price-analysts/,https://www.ccn.com/wp-content/uploads/2018/06/bithumb-hack-cryptocurrency-exchange-south-korea.jpg,9
4,Cointelegraph By Adrian Zmudzinski,,"Gemini, a major cryptocurrency exchange and custodian, recently announced it launched support for Bitcoin Cash on the ABC blockchain.",2018-12-08T01:55:00Z,"{'id': None, 'name': 'Cointelegraph.com'}",Gemini Adds Support for Bitcoin Cash Trading and Custody on the ABC Network,https://cointelegraph.com/news/gemini-adds-support-for-bitcoin-cash-trading-and-custody-on-the-abc-network,https://images.cointelegraph.com/images/740_aHR0cHM6Ly9zMy5jb2ludGVsZWdyYXBoLmNvbS9zdG9yYWdlL3VwbG9hZHMvdmlldy8wZGNiYjU4YWMxNDQ1OWFmYzFmNTI1NmM1MWQ3MzUwMS5qcGc=.jpg,13
5,Bryan Clark,"For those that bought Bitcoin in 2009, or even in 2011, I can only hope youve already sold it. For those that bought Bitcoin in 2017, well sorry? Coinbase, one of the largest places to buy cryptocurrency online, seems to want you to revel in the Bitcoins fail… [+1578 chars]","For those that bought Bitcoin in 2008, or even in 2011, I can only hope you’ve already sold it. For those that bought Bitcoin in 2017, well… sorry? Coinbase, one of the largest places to buy cryptocurrency online, seems to want you to revel in the Bitcoin‘s f…",2018-12-08T02:19:44Z,"{'id': 'the-next-web', 'name': 'The Next Web'}",Coinbase chart is an unnecessary reminder of a terrible 2018,https://thenextweb.com/hardfork/2018/12/08/coinbase-wants-to-remind-you-that-cryptocurrency-is-still-shit/,https://img-cdn.tnwcdn.com/image/hardfork?filter_last=1&fit=1280%2C640&url=https%3A%2F%2Fcdn0.tnwcdn.com%2Fwp-content%2Fblogs.dir%2F1%2Ffiles%2F2018%2F12%2Fcoinbase-cry.png&signature=8537aaa3381d3b4ee6f699cf8c133cae,3
6,Christina Comben,"As a high-tech hub known for its consumer electronics, tech giants, esports, and global innovation, perhaps its not surprising that a report by Cindicator revealed that South Korea will play a major role in cryptocurrency adoption. By reviewing existing data … [+4550 chars]","As a high-tech hub known for its consumer electronics, tech giants, esports, and global innovation, perhaps it’s not surprising that a report by Cindicator revealed that South Korea will play a major role in cryptocurrency adoption. By reviewing existing data…",2018-12-08T02:27:38Z,"{'id': 'crypto-coins-news', 'name': 'Crypto Coins News'}",Why South Korea Will Play a Major Role in Cryptocurrency Adoption,https://www.ccn.com/why-south-korea-will-play-a-major-role-in-cryptocurrency-adoption/,https://www.ccn.com/wp-content/uploads/2018/07/south-korea-bitcoin.jpg,32
7,comictree65,The Fine Print: The following comments are owned by whoever posted them. We are not responsible for them in any way.,How To Get FREE Bitcoin- Free Bitcoin 2018 | Free BTC Generator.In this video i am showing you how to obtain unlimited free bitcoins! This works on any device as well as is the only functioning free btc generator since 2018. Bitcoin is my preferred Crypto Cur…,2018-12-08T02:38:28Z,"{'id': None, 'name': 'Slashdot.org'}",How To Get FREE Bitcoin - Free Bitcoin 2018,https://slashdot.org/submission/8941836/how-to-get-free-bitcoin---free-bitcoin-2018,,43
8,Nick,Kevin from KayHosting has sent in some awesome looking offers for the LowEndBox community. They have been featured on LowEndBox before and did receive positive reviews from the community. Weve been told that all offers here are powered by pure SSD – ensuring … [+2752 chars],Kevin from KayHosting has sent in some awesome looking offers for the LowEndBox community. They have been featured on LowEndBox before and did receive positive reviews from the community. We’ve been told that all offers here are powered by pure SSD – ensuring…,2018-12-08T03:00:44Z,"{'id': None, 'name': 'Lowendbox.com'}","KayHosting – SSD Powered – Web Hosting from $1/yr, Resellers from $6/yr, and VPS from $2.49/mo!",http://lowendbox.com/blog/kayhosting-ssd-powered-web-hosting-from-1-yr-resellers-from-6-yr-and-vps-from-2-49-mo/,,35
9,John Quiggin,"The market price of Bitcoin and other cryptocurrencies is plummeting, having dropped by 10 per cent over the last couple of days, and 50 per cent over the past month. The bubble that reached maximum expansion a year ago is gradually deflating. The good news i… [+1213 chars]","The market price of Bitcoin and other cryptocurrencies is plummeting, having dropped by 10 per cent over the last couple of days, and 50 per cent over the past month. The bubble that reached maximum expansion a year ago is gradually deflating. The good news i…",2018-12-08T03:31:06Z,"{'id': None, 'name': 'Crookedtimber.org'}",A small piece of good news for the global climate,http://crookedtimber.org/2018/12/08/a-small-piece-of-good-news-for-the-global-climate/,https://s0.wp.com/i/blank.jpg,45
10,Reuters,"LONDON: Bitcoin 's value has plunged by three-quarters this year, sending the original and biggest cryptocurrency back to levels not seen before its bubble. And price isn't the only aspect of trading that has changed. The retail investors behind bitcoin's diz… [+5085 chars]","As retail punters fade away, volumes have soared at exchanges such as Bitfinex that are favoured by bigger investors.",2018-12-08T05:09:44Z,"{'id': 'the-times-of-india', 'name': 'The Times of India'}","As bitcoin trading shifts shape, big money stays away",https://economictimes.indiatimes.com/markets/stocks/news/analysis-as-bitcoin-trading-shifts-shape-big-money-stays-away/articleshow/66997710.cms,"https://img.etimg.com/thumb/msid-66997744,width-1070,height-580,imgsize-71749,overlay-etmarkets/photo.jpg",4
11,Bernard Lunn,"May you live in interesting times applies to today’s era which is turbulent on every plane – financial, technical, social, political. If Blockchain is real and can deliver value it has plenty of problems to solve. That much I am sure about. Deep in a bear mar… [+8946 chars]","“May you live in interesting times” applies to today’s era which is turbulent on every plane – financial, technical, social, political. If Blockchain is real and can deliver value it has plenty of problems to solve. That much I am sure about. Deep in a bear m…",2018-12-08T06:00:27Z,"{'id': None, 'name': 'Dailyfintech.com'}",Eeyore and Tigger debate the great Institutional wall of money into Blockchain meme,https://dailyfintech.com/2018/12/08/eeyore-and-tigger-debate-the-great-institutional-wall-of-money-into-blockchain-meme/,https://fintech4us.files.wordpress.com/2018/12/eeyore.gif,30
12,Jon Russell,"Coinbase is the most conservative exchange in cryptoland, largely because it operates in the U.S. under the watchful eye of the SEC. The $8 billion-valued company trades fewer than ten cryptocurrencies to consumers but on Friday announced it announced a major… [+5896 chars]","Coinbase is the most conservative exchange in cryptoland, largely because it operates in the U.S. under the watchful eye of the SEC. The $8 billion-valued company trades fewer than ten cryptocurrencies to consumers but on Friday announced it announced a major…",2018-12-08T06:14:48Z,"{'id': 'techcrunch', 'name': 'TechCrunch'}",Coinbase abandons its cautious approach with plan to list up to 30 new cryptocurrencies,http://techcrunch.com/2018/12/07/coinbase-dabbles-in-shitcoins/,https://techcrunch.com/wp-content/uploads/2018/12/Photo-08-12-2018-13-01-31.jpg?w=750,1
13,,"It's an old scam with a new twist. Fraudsters pretending to be BC Hydro representatives are threatening to disconnect small business owners' power unless they send in cash cards, prepaid credit cards or even bitcoin right away. Colin Mackintosh, owner of Tran… [+2136 chars]",It's an old scam with a new twist. Fraudsters are targeting small businesses pretending to be from BC Hydro and threatening to disconnect their power unless they send in cash cards — or prepaid credit cards or even Bitcoin — right away.,2018-12-08T06:19:32Z,"{'id': 'cbc-news', 'name': 'CBC News'}",Shocking scam: Fraudster pretending to be from BC Hydro attempts to extort business,https://www.cbc.ca/news/canada/british-columbia/bc-hydro-scam-1.4938052,https://i.cbc.ca/1.3363959.1463001414!/fileImage/httpImage/image.jpg_gen/derivatives/16x9_620/phone-scam.jpg,47
14,Bloomberg,"Green light illuminates the cases of mining rigs operating inside a mobile cryptocurrency mining farm. (Bloomberg pic) LONDON: The future of cryptocurrencies will entail greater regulation, more involvement by large institutions, lower volatility and greater … [+2393 chars]","While no one forecast an immediate rebound in crypto prices, they cast the current downturn as more like growing pains than rigour mortis.",2018-12-08T06:43:46Z,"{'id': None, 'name': 'Freemalaysiatoday.com'}",Crypto diehards say slump is ‘bump in the road’ before growth,https://www.freemalaysiatoday.com/category/business/2018/12/08/crypto-diehards-say-slump-is-bump-in-the-road-before-growth/,https://s3media.freemalaysiatoday.com/wp-content/uploads/2018/12/crypto-bloomberg0812.jpg,36
15,mackalex,The Fine Print: The following comments are owned by whoever posted them. We are not responsible for them in any way.,"Florida-based United American Corp. (UnitedCorp) has purportedly documented a lawsuit against Bitmain, Bitcoin.com, Roger Ver, and the Kraken Bitcoin Exchange, as indicated by a press release published Dec. 6. https://bit.ly/2B0h3dE...",2018-12-08T07:49:41Z,"{'id': None, 'name': 'Slashdot.org'}","Roger Ver,Bitmain, Kraken Sued for Alleged Bitcoin Cash Hard Fork Manipulation",https://slashdot.org/submission/8942886/roger-verbitmain-kraken-sued-for-alleged-bitcoin-cash-hard-fork-manipulation,,44
16,Yashu Gola,"The Swiss wing of Russia’s Gazprombank will start offering crypto assets services by mid-2019, according to a press release published by its bank-tech partner Avaloq. The financial technology firm announced that it would build a fully integrated solution for … [+2566 chars]","The Swiss wing of Russia’s Gazprombank will start offering crypto assets services by mid-2019, according to a press release published by its bank-tech partner Avaloq. The financial technology firm announced that it would build a fully integrated solution for …",2018-12-08T08:14:20Z,"{'id': 'crypto-coins-news', 'name': 'Crypto Coins News'}",Gazprombank Forges New Partnership to Offer Crypto Assets Services,https://www.ccn.com/gazprombank-forges-new-partnership-to-offer-crypto-assets-services/,https://www.ccn.com/wp-content/uploads/2018/04/Gazprombank-.jpg,26
17,Martin Young,Crypto markets licking wounds from a new yearly low; gains are marginal as all altcoins are still on the floor. A few hours ago crypto markets dropped to their lowest levels since early August 2017. Market capitalization plummeted perilously towards $100 bill… [+2106 chars],FOMO Moments Crypto markets licking wounds from a new yearly low; gains are marginal as all altcoins are still on the floor. A few hours ago crypto markets dropped to their lowest levels since early August 2017. Market capitalization plummeted perilously towa…,2018-12-08T09:00:47Z,"{'id': None, 'name': 'Newsbtc.com'}",Half The Crypto Market Wiped Out in Less Than a Month,https://www.newsbtc.com/2018/12/08/half-the-crypto-market-wiped-out-in-less-than-a-month/,https://www.newsbtc.com/wp-content/uploads/2018/06/marketcrash.jpg,23
18,Shaun Nichols,"Roundup This week, we saw Linux get pwned, a teen hacker go down, and Julian Assange vowing to stay right where he is. But that wasn't the only news to hit over the week. Linux boot management tool SystemD is once again getting the wrong kind of attention as … [+5992 chars]","Plus, congress wants more cybersec training, better breach laws Roundup This week, we saw Linux get pwned, a teen hacker go down, and Julian Assange vowing to stay right where he is.…",2018-12-08T09:04:07Z,"{'id': None, 'name': 'Theregister.co.uk'}","Bethesda blunders, IRS sounds the alarm, China ransomware, and more",https://www.theregister.co.uk/2018/12/08/security_roundup_081218/,https://regmedia.co.uk/2018/08/06/ransomware_shutterstock.jpg,7
